pl_name,ra,dec,pl_orbper,pl_rade,pl_tranmid,pl_trandur,sy_vmag
55 Cnc e,133.1468373,28.3298154,0.73654000000,2.00000000,2455607.05562000,1.5792000,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73654170000,,2455962.06970000,1.5840000,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73654625026,2.02311213,2458870.69282800,1.5732208,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73654625000,,2459370.80754300,,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73654740000,1.87500000,2457063.20960000,,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73654600000,,2455500.25460000,,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73654700000,,2455201.95250000,,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73654450000,,2456340.65500000,,5.9508400
55 Cnc e,133.1468373,28.3298154,,1.92000000,2455733.00800000,,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73654600000,2.17300000,,,5.9508400
55 Cnc e,133.1468373,28.3298154,2.79674000000,,,,5.9508400
55 Cnc e,133.1468373,28.3298154,2.80800000000,,,,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73654780000,,,,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73653900000,1.91000000,2455733.01300000,,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73654604000,,2458723.38328000,,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73654300000,1.85600000,2459511.48798700,1.5439000,5.9508400
55 Cnc e,133.1468373,28.3298154,,,,,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73654370000,2.08000000,2455568.02650000,1.5960000,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73654740000,1.94700000,,,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73700000000,1.89700000,,,5.9508400
55 Cnc e,133.1468373,28.3298154,0.73655150000,,,,5.9508400
AU Mic b,311.2911369,-31.3424500,8.46299910000,,2458330.39046000,,8.8100000
AU Mic b,311.2911369,-31.3424500,8.46321000000,,2458651.99275000,,8.8100000
AU Mic b,311.2911369,-31.3424500,8.45367765822,4.02692583,2459041.28174600,3.5738006,8.8100000
AU Mic b,311.2911369,-31.3424500,8.46314270000,,2458330.38416000,,8.8100000
AU Mic b,311.2911369,-31.3424500,8.46300040000,4.19000000,2458330.39080000,3.5600000,8.8100000
AU Mic b,311.2911369,-31.3424500,8.46321000000,,,,8.8100000
AU Mic b,311.2911369,-31.3424500,8.46344600000,4.79000000,2458330.35087800,3.2400000,8.8100000
AU Mic b,311.2911369,-31.3424500,8.46321000000,4.20337500,2458330.39153000,3.5000000,8.8100000
AU Mic b,311.2911369,-31.3424500,8.46308000000,3.95677019,2458525.04109000,3.4927000,8.8100000
AU Mic b,311.2911369,-31.3424500,8.46300000000,,2458330.39051000,,8.8100000
AU Mic b,311.2911369,-31.3424500,,3.55000000,,3.5100000,8.8100000
AU Mic b,311.2911369,-31.3424500,8.46299500000,4.38000000,2459041.28272000,3.5100000,8.8100000
AU Mic b,311.2911369,-31.3424500,8.46344600000,,2458330.35082500,,8.8100000
AU Mic b,311.2911369,-31.3424500,8.46300000000,4.07000000,2458330.39051000,3.5000000,8.8100000
AU Mic c,311.2911369,-31.3424500,18.85899100000,,2458342.22430000,,8.8100000
AU Mic c,311.2911369,-31.3424500,18.85902300000,2.79000000,2458342.22332500,4.2900000,8.8100000
AU Mic c,311.2911369,-31.3424500,,2.56000000,,4.2900000,8.8100000
AU Mic c,311.2911369,-31.3424500,18.85901900000,,2458342.22231000,,8.8100000
AU Mic c,311.2911369,-31.3424500,18.85882000000,,2459454.89730000,,8.8100000
AU Mic c,311.2911369,-31.3424500,18.85901900000,3.24000000,2458342.22230000,4.5000000,8.8100000
AU Mic c,311.2911369,-31.3424500,18.85898200000,2.79000000,2458342.22390000,4.4200000,8.8100000
AU Mic c,311.2911369,-31.3424500,18.85969000000,2.52202066,2458342.22400000,4.2360000,8.8100000
AU Mic c,311.2911369,-31.3424500,18.85901800000,,2458342.22348700,,8.8100000
BD+05 4868 A b,326.8614036,6.6053185,1.27186900000,,2460556.28920000,,10.1580000
BD+20 594 b,53.6511231,20.5990205,41.68864400000,2.35545351,2457068.52877000,,10.8490000
BD+20 594 b,53.6511231,20.5990205,41.68550000000,2.23000000,2457151.90210000,,10.8490000
BD+20 594 b,53.6511231,20.5990205,41.68550000000,2.57807000,,,10.8490000
BD-14 3065 b,153.6696689,-15.6428372,4.28897310000,21.59000000,2459313.48578000,3.0860000,11.1000000
BD-14 3065 b,153.6696689,-15.6428372,4.28896960000,20.71120000,2459274.88491800,2.5170000,11.1000000
CoRoT-1 b,102.0798591,-3.1021394,1.50896846000,,2456268.99083000,,13.6230000
CoRoT-1 b,102.0798591,-3.1021394,1.50896350000,20.59440000,2459211.47887400,2.3730000,13.6230000
CoRoT-1 b,102.0798591,-3.1021394,1.50896820000,19.22343500,2454138.32807000,,13.6230000
CoRoT-1 b,102.0798591,-3.1021394,1.50895570000,16.58932000,2454524.62310000,,13.6230000
CoRoT-1 b,102.0798591,-3.1021394,1.50897655200,15.91678000,2454138.30397100,,13.6230000
CoRoT-1 b,102.0798591,-3.1021394,1.50896860000,17.38515900,,,13.6230000
CoRoT-1 b,102.0798591,-3.1021394,1.50895570000,16.70000000,2454159.45320000,,13.6230000
CoRoT-1 b,102.0798591,-3.1021394,1.50896877200,,2456268.99119000,,13.6230000
CoRoT-10 b,291.0636813,0.7460143,13.23412611048,7.38532555,2460509.50367900,2.3705157,15.2930000
CoRoT-10 b,291.0636813,0.7460143,13.24060000000,10.87000000,2454273.34360000,2.9800000,15.2930000
CoRoT-10 b,291.0636813,0.7460143,13.24060000000,10.87273000,2454273.34430000,,15.2930000
CoRoT-10 b,291.0636813,0.7460143,13.24060000000,10.54766900,,,15.2930000
CoRoT-11 b,280.6872998,5.9376586,2.99433000000,16.03000000,2454597.67900000,2.5009000,12.8970000
CoRoT-11 b,280.6872998,5.9376586,2.99328197444,21.74555811,2460481.44318100,2.5766956,12.8970000
CoRoT-11 b,280.6872998,5.9376586,2.99432500000,15.58051000,2454690.49838000,2.4448800,12.8970000
CoRoT-11 b,280.6872998,5.9376586,2.99433000000,15.98403400,,,12.8970000
CoRoT-11 b,280.6872998,5.9376586,,,,1.9176000,12.8970000
CoRoT-11 b,280.6872998,5.9376586,2.99427803000,,2456019.96220000,,12.8970000
CoRoT-11 b,280.6872998,5.9376586,2.99432500000,16.02887000,2454690.49911000,,12.8970000
CoRoT-12 b,100.7656871,-1.2964437,2.82804200000,16.14000000,2454398.62707000,2.5742400,15.5880000
CoRoT-12 b,100.7656871,-1.2964437,2.82804200000,16.14096000,2454398.62785000,,15.5880000
CoRoT-12 b,100.7656871,-1.2964437,2.82804200000,15.13215000,,,15.5880000
CoRoT-12 b,100.7656871,-1.2964437,2.82803914989,17.76037065,2459203.48689400,2.6215943,15.5880000
CoRoT-12 b,100.7656871,-1.2964437,2.82804100000,,2459211.97060000,,15.5880000
CoRoT-12 b,100.7656871,-1.2964437,2.82805268000,15.06489600,2454398.62771000,,15.5880000
CoRoT-13 b,102.7211432,-5.0864557,4.03519000000,9.92000000,2454790.80910000,3.1400000,15.0050000
CoRoT-13 b,102.7211432,-5.0864557,4.03515000000,,2459225.37710000,,15.0050000
CoRoT-13 b,102.7211432,-5.0864557,4.03519000000,14.03366800,,,15.0050000
CoRoT-13 b,102.7211432,-5.0864557,4.03519000000,9.91996500,2454790.80990000,,15.0050000
CoRoT-13 b,102.7211432,-5.0864557,4.03504443843,12.53306062,2458470.81672000,2.8526163,15.0050000
CoRoT-14 b,103.4242023,-5.5360385,1.51214000000,11.41076200,,,15.9320000
CoRoT-14 b,103.4242023,-5.5360385,1.51214000000,12.22000000,2454787.66940000,1.6620000,15.9320000
CoRoT-14 b,103.4242023,-5.5360385,1.51214000000,12.21781000,2454787.67020000,,15.9320000
CoRoT-16 b,278.5246658,-6.0026026,5.35227000000,13.11000000,2454923.91380000,2.3900000,16.0520000
CoRoT-16 b,278.5246658,-6.0026026,5.35227000000,13.11453000,2454923.91450000,,16.0520000
CoRoT-17 b,278.6992360,-6.6122880,3.76810000000,11.43318000,2454923.31000000,,16.2900000
CoRoT-17 b,278.6992360,-6.6122880,3.76810000000,11.28746300,,,16.2900000
CoRoT-17 b,278.6992360,-6.6122880,3.76810000000,11.43000000,2454923.30930000,4.7200100,16.2900000
CoRoT-18 b,98.1724172,-0.0316045,1.90009000000,12.84551400,2455321.72565000,,14.8680000
CoRoT-18 b,98.1724172,-0.0316045,1.90008624739,15.04962078,2459203.60848300,2.3058232,14.8680000
CoRoT-18 b,98.1724172,-0.0316045,1.90006930000,14.02245900,,,14.8680000
CoRoT-18 b,98.1724172,-0.0316045,1.90006930000,14.68379000,2455321.72490000,,14.8680000
CoRoT-18 b,98.1724172,-0.0316045,1.90006930000,14.68000000,2455321.72412000,2.3870000,14.8680000
CoRoT-18 b,98.1724172,-0.0316045,1.90007690000,,2459226.40927000,,14.8680000
CoRoT-19 b,97.0335983,-0.1707293,3.89713790000,,2455701.71540000,,14.1350000
CoRoT-19 b,97.0335983,-0.1707293,3.89713000000,14.45961000,2455257.44180000,,14.1350000
CoRoT-19 b,97.0335983,-0.1707293,3.89713000000,14.46000000,2455257.44102000,4.7000000,14.1350000
CoRoT-19 b,97.0335983,-0.1707293,3.89713000000,13.33871000,,,14.1350000
CoRoT-19 b,97.0335983,-0.1707293,3.89713100000,,2459224.72670000,,14.1350000
CoRoT-19 b,97.0335983,-0.1707293,3.89712026062,13.49322275,2459205.24278500,4.8258882,14.1350000
CoRoT-2 b,291.7770457,1.3836634,1.74299705000,,2457683.44158000,,12.5160000
CoRoT-2 b,291.7770457,1.3836634,1.74299700000,,2457347.04314000,,12.5160000
CoRoT-2 b,291.7770457,1.3836634,1.74299673000,16.43239400,2455628.44758000,,12.5160000
CoRoT-2 b,291.7770457,1.3836634,1.74301433466,16.92270968,2459771.55158900,2.2872101,12.5160000
CoRoT-2 b,291.7770457,1.3836634,1.74299906000,,2456114.74257000,,12.5160000
CoRoT-2 b,291.7770457,1.3836634,1.74299350000,16.43200000,2454237.53556000,2.2670400,12.5160000
CoRoT-2 b,291.7770457,1.3836634,1.74299350000,16.36514000,,,12.5160000
CoRoT-2 b,291.7770457,1.3836634,1.74299609000,16.53327500,2454237.53540100,,12.5160000
CoRoT-2 b,291.7770457,1.3836634,1.74299350000,16.47723000,,,12.5160000
CoRoT-2 b,291.7770457,1.3836634,1.74299673000,,2455628.44758000,2.2732800,12.5160000
CoRoT-2 b,291.7770457,1.3836634,1.74299640000,16.42116000,2454237.53562000,,12.5160000
CoRoT-2 b,291.7770457,1.3836634,1.74299750000,15.84952600,2454237.53566000,,12.5160000
CoRoT-2 b,291.7770457,1.3836634,1.74299845482,,2454237.53237614,,12.5160000
CoRoT-20 b,97.7204249,0.2268931,9.24285000000,13.00244000,,,14.6300000
CoRoT-20 b,97.7204249,0.2268931,9.24323029360,15.39650566,2458473.38219500,2.4045872,14.6300000
CoRoT-20 b,97.7204249,0.2268931,9.24285000000,9.42000000,2455266.00010000,2.2248000,14.6300000
CoRoT-20 b,97.7204249,0.2268931,9.24318000000,11.20900000,2455266.00160000,,14.6300000
CoRoT-20 b,97.7204249,0.2268931,9.24285000000,,2455266.00010000,,14.6300000
CoRoT-20 b,97.7204249,0.2268931,9.24285000000,9.41556000,2455266.00090000,,14.6300000
CoRoT-21 b,101.0526207,-0.2991544,2.72474000000,14.57170000,2454399.02820000,4.7600000,16.0580000
CoRoT-21 b,101.0526207,-0.2991544,2.72474000000,14.57170000,2454399.02900000,,16.0580000
CoRoT-22 b,280.6671392,6.2191669,9.75598000000,4.88000000,2454598.42014000,4.4920000,13.8200000
CoRoT-23 b,279.7826586,4.3577516,3.63130000000,11.77000000,2455308.93900000,3.8880000,15.6750000
CoRoT-23 b,279.7826586,4.3577516,3.63130000000,13.22662000,,,15.6750000
CoRoT-23 b,279.7826586,4.3577516,3.63130000000,11.76945000,2455308.94000000,,15.6750000
CoRoT-24 b,101.9225430,-3.7192892,5.11340000000,3.70000000,2454789.61100000,2.8500000,15.3830000
CoRoT-24 c,101.9225430,-3.7192892,11.75900000000,5.00000000,2454795.38030000,4.8000000,15.3830000
CoRoT-25 b,280.6296561,6.5138223,4.86069000000,12.10572000,2454576.21630000,,14.7900000
CoRoT-25 b,280.6296561,6.5138223,4.86069000000,12.11000000,2454576.21560000,1.9200000,14.7900000
CoRoT-26 b,279.7504991,6.9697828,4.20474000000,14.12334000,2454573.63060000,,15.8610000
CoRoT-26 b,279.7504991,6.9697828,4.20474000000,14.12000000,2454573.62990000,5.4700000,15.8610000
CoRoT-27 b,278.4958319,5.5383811,3.57532000000,11.28700000,2455748.68400000,2.7700000,15.7740000
CoRoT-27 b,278.4958319,5.5383811,3.57532000000,11.28746300,2455748.68500000,,15.7740000
CoRoT-28 b,278.6883216,5.5736911,5.20851000000,10.70459500,2455755.84740000,,13.7830000
CoRoT-28 b,278.6883216,5.5736911,5.20851000000,10.70459500,2455755.84660000,5.7000000,13.7830000
CoRoT-29 b,278.9020691,6.4795703,2.85057000000,10.08810000,2455753.11580000,,15.4080000
CoRoT-29 b,278.9020691,6.4795703,2.85057000000,10.08810000,2455753.11500000,2.1900000,15.4080000
CoRoT-29 b,278.9020691,6.4795703,2.85056150000,,2457212.60482000,,15.4080000
CoRoT-3 b,292.0552827,0.1218359,,,,3.3840000,13.4480000
CoRoT-3 b,292.0552827,0.1218359,4.25679940000,11.13502060,2454283.13388000,,13.4480000
CoRoT-3 b,292.0552827,0.1218359,4.25680000000,11.32000000,2454283.13830000,,13.4480000
CoRoT-3 b,292.0552827,0.1218359,4.25679940000,11.62373300,,,13.4480000
CoRoT-3 b,292.0552827,0.1218359,4.25679940000,11.32109000,2454283.13388000,,13.4480000
CoRoT-30 b,277.6011767,6.8359338,9.06005000000,11.30988100,2455665.51460000,,15.5710000
CoRoT-31 b,94.8207350,-4.4222978,4.62941000000,16.36514000,2455843.94450000,,15.4790000
CoRoT-32 b,100.1951714,9.2573953,6.71836780000,,2459227.34620000,,13.6260000
CoRoT-32 b,100.1951714,9.2573953,6.71837000000,6.38913000,2455901.81100000,2.4960000,13.6260000
CoRoT-35 b,289.3143526,-2.7747085,3.22748000000,18.83108758,2456074.24150000,4.1900000,15.6350000
CoRoT-36 b,277.7510149,7.1833465,5.61653100000,15.80466279,2455662.52236000,4.9800000,13.1260000
CoRoT-4 b,102.1946233,-0.6727861,9.20205000000,13.33871000,2454141.36493000,,13.6520000
CoRoT-4 b,102.1946233,-0.6727861,9.20205000000,13.00244000,,,13.6520000
CoRoT-4 b,102.1946233,-0.6727861,9.20164964154,13.43739593,2459211.46641000,4.4317333,13.6520000
CoRoT-4 b,102.1946233,-0.6727861,9.20205000000,13.34000000,2454141.36416000,,13.6520000
CoRoT-5 b,101.2772396,0.8152163,4.03791560000,,2456665.46960000,,14.0430000
CoRoT-5 b,101.2772396,0.8152163,4.03789620000,13.24903800,,,14.0430000
CoRoT-5 b,101.2772396,0.8152163,4.03790124331,18.38267405,2459205.31644800,2.9331124,14.0430000
CoRoT-5 b,101.2772396,0.8152163,4.03789620000,15.55800000,2454400.19885000,,14.0430000
CoRoT-5 b,101.2772396,0.8152163,4.03791560000,14.07850400,2454400.19896000,,14.0430000
CoRoT-5 b,101.2772396,0.8152163,4.03789620000,15.55809200,2454400.19963000,,14.0430000
CoRoT-6 b,281.0725563,6.6632062,8.88659300000,13.06800000,2454595.61440000,4.0800000,13.9610000
CoRoT-6 b,281.0725563,6.6632062,8.88659300000,13.06969400,2454595.61515000,,13.9610000
CoRoT-6 b,281.0725563,6.6632062,8.88662870000,,2457190.50780000,,13.9610000
CoRoT-6 b,281.0725563,6.6632062,8.88659300000,13.28266500,,,13.9610000
CoRoT-7 b,100.9561682,-1.0630076,0.85359159000,1.58500000,2454398.07756000,1.0590000,11.7280000
CoRoT-7 b,100.9561682,-1.0630076,0.85350000000,1.52800000,,,11.7280000
CoRoT-7 b,100.9561682,-1.0630076,0.85359163000,1.68135000,,,11.7280000
CoRoT-7 b,100.9561682,-1.0630076,0.85400000000,1.58000000,,,11.7280000
CoRoT-7 b,100.9561682,-1.0630076,0.85359165000,,2454398.07690000,,11.7280000
CoRoT-7 b,100.9561682,-1.0630076,0.85358500000,1.68000000,2454398.07670000,1.1250000,11.7280000
CoRoT-7 b,100.9561682,-1.0630076,0.85358500000,1.86069400,,,11.7280000
CoRoT-7 b,100.9561682,-1.0630076,0.85358500000,,2454446.73100000,,11.7280000
CoRoT-8 b,291.5885696,1.4262972,6.21238100000,6.38913000,2454239.03384000,,14.7920000
CoRoT-8 b,291.5885696,1.4262972,6.21229000000,7.98080800,2454239.03311000,,14.7920000
CoRoT-8 b,291.5885696,1.4262972,6.21231135156,5.07248337,2459774.31043500,2.5257039,14.7920000
CoRoT-8 b,291.5885696,1.4262972,6.21229000000,6.39000000,2454238.97430000,2.7400000,14.7920000
CoRoT-8 b,291.5885696,1.4262972,6.21244500000,6.93837100,2454239.03317000,,14.7920000
CoRoT-9 b,280.7866461,6.2040783,95.27265600000,11.94879400,2455365.52723000,8.2680000,13.6370000
CoRoT-9 b,280.7866461,6.2040783,95.27272500000,,2454603.34543000,,13.6370000
CoRoT-9 b,280.7866461,6.2040783,95.27380000000,11.77000000,2454603.34470000,8.0800000,13.6370000
CoRoT-9 b,280.7866461,6.2040783,95.27380000000,11.62373300,,,13.6370000
CoRoT-9 b,280.7866461,6.2040783,95.27265600000,11.94879400,2455365.52723000,,13.6370000
DS Tuc A b,354.9154673,-69.1960430,8.13826800000,5.70000000,2458332.30997000,3.1764000,8.1700000
DS Tuc A b,354.9154673,-69.1960430,8.13822304107,6.35297681,2460903.98692500,3.2264685,8.1700000
DS Tuc A b,354.9154673,-69.1960430,8.13870000000,5.63000000,2458332.31013000,,8.1700000
EPIC 201170410.02,170.1408561,-4.8070039,6.79870000000,1.04700000,2456813.14850000,,17.6984000
EPIC 201238110 b,179.7058532,-3.3894613,28.16560000000,1.87000000,2456852.65720000,,16.0140000
EPIC 201238110 b,179.7058532,-3.3894613,28.16960000000,2.20000000,2456824.48360000,3.3600000,16.0140000
EPIC 201427007 b,184.6021322,-0.5512886,0.72091000000,1.50000000,2457625.79430000,,14.3210000
EPIC 201497682 b,168.9366786,0.4880606,2.13174000000,0.69200000,2456850.02630000,,13.9480000
EPIC 201595106 b,183.7203635,1.9681688,0.87718300000,1.40575209,2457583.04538000,,11.7460000
EPIC 201595106 b,183.7203635,1.9681688,0.87724000000,1.56500000,2457583.04429000,,11.7460000
EPIC 201595106 b,183.7203635,1.9681688,0.87721400000,1.30000000,2457608.48962000,,11.7460000
EPIC 201595106 b,183.7203635,1.9681688,0.87703000000,1.20000000,2457583.05130000,1.0008000,11.7460000
EPIC 201615463 c,185.1880932,2.2823788,3.80464000000,1.22000000,2457621.22270000,,12.0810000
EPIC 201754305 d,175.0972238,4.5574311,2.71578000000,1.03000000,2456850.49630000,,14.6680000
EPIC 201757695.02,173.9385102,4.6164303,2.04780000000,0.90819000,2456811.63700000,,14.9740000
EPIC 201833600 c,169.4836540,5.9882890,3.96151000000,1.00000000,2456852.65520000,,14.7050000
EPIC 201833600 c,169.4836540,5.9882890,3.96165000000,1.48000000,2456813.03870000,2.1600000,14.7050000
EPIC 201841433 b,175.2067520,6.1348146,4.16959000000,1.10000000,2456853.33000000,,14.9830000
EPIC 201841433 b,175.2067520,6.1348146,4.16888000000,1.41000000,2456811.63380000,2.4000000,14.9830000
EPIC 201841433 b,175.2067520,6.1348146,4.16980000000,1.04000000,2456811.63590000,,14.9830000
EPIC 205950854 c,333.1100738,-16.3418863,8.05072200000,1.31000000,2456973.76480000,,12.3650000
EPIC 205950854 c,333.1100738,-16.3418863,8.04680000000,1.18000000,2457013.98080000,,12.3650000
EPIC 205950854 c,333.1100738,-16.3418863,8.05160000000,1.62000000,2456981.81360000,3.7200000,12.3650000
EPIC 206024342 b,331.2771441,-14.1218019,4.50717000000,1.44000000,2456979.68950000,2.1840000,13.0960000
EPIC 206024342 b,331.2771441,-14.1218019,4.50756000000,1.70000000,2456899.13240000,,13.0960000
EPIC 206024342 c,331.2771441,-14.1218019,0.91165670000,1.35000000,2456980.07000000,1.6900000,13.0960000
EPIC 206024342 c,331.2771441,-14.1218019,0.91172400000,1.40000000,2457016.52991000,,13.0960000
EPIC 206024342 c,331.2771441,-14.1218019,0.91161800000,1.16000000,2456977.33800000,1.4160000,13.0960000
EPIC 206024342 d,331.2771441,-14.1218019,14.64154100000,2.94000000,2456985.48200000,4.6700000,13.0960000
EPIC 206024342 d,331.2771441,-14.1218019,14.63700000000,4.00000000,2456985.48980000,3.7104000,13.0960000
EPIC 206024342 d,331.2771441,-14.1218019,14.64753100000,2.60000000,2456985.47506000,,13.0960000
EPIC 206024342 d,331.2771441,-14.1218019,14.64350000000,2.52000000,2456985.48300000,4.0080000,13.0960000
EPIC 206032309 b,341.2404563,-13.9011223,2.87814000000,1.01000000,2456899.13200000,,17.8900000
EPIC 206042996 b,337.5136198,-13.6101475,5.29860000000,1.70000000,2456989.04620000,,16.5900000
EPIC 206042996 b,337.5136198,-13.6101475,5.29711000000,1.62000000,2456899.12270000,,16.5900000
EPIC 206042996 b,337.5136198,-13.6101475,5.29853000000,3.32000000,2456978.48770000,3.1440000,16.5900000
EPIC 206042996 c,337.5136198,-13.6101475,0.35490972000,1.45000000,2456979.73200000,1.0700000,16.5900000
EPIC 206042996 c,337.5136198,-13.6101475,0.35488400000,1.20000000,2457007.06827000,,16.5900000
EPIC 206215704 b,335.0949721,-9.5097112,2.25372000000,0.90000000,2457010.00050000,,17.8300000
EPIC 206215704 b,335.0949721,-9.5097112,2.25558000000,2.00000000,2456978.43120000,0.9840000,17.8300000
EPIC 206215704 b,335.0949721,-9.5097112,2.25543600000,1.00000000,2457010.00720000,,17.8300000
EPIC 206317286 b,337.6178427,-7.9724560,1.58252000000,0.96000000,2457011.33270000,,14.0050000
EPIC 206317286 b,337.6178427,-7.9724560,1.58316000000,1.22000000,2456978.08220000,1.7520000,14.0050000
EPIC 206317286 c,337.6178427,-7.9724560,17.51547200000,2.09400000,2456977.82150000,,14.0050000
EPIC 206317286 c,337.6178427,-7.9724560,17.51250000000,2.15000000,2456977.82730000,3.9360000,14.0050000
EPIC 206317286 c,337.6178427,-7.9724560,17.50166200000,2.63000000,2456995.35000000,4.1500000,14.0050000
EPIC 211822797 b,130.4102091,17.6399744,21.16986100000,1.98000000,2457165.57700000,,15.1330000
EPIC 211822797 b,130.4102091,17.6399744,21.17623917000,,2457144.41943400,2.0080000,15.1330000
EPIC 211822797 b,130.4102091,17.6399744,21.16961900000,2.20000000,2457123.23803000,3.2000000,15.1330000
EPIC 211822797 b,130.4102091,17.6399744,21.17019630000,1.92000000,2457144.40525670,,15.1330000
EPIC 211822797 b,130.4102091,17.6399744,21.16860000000,2.18000000,2457144.40690000,3.5760000,15.1330000
EPIC 211822797 b,130.4102091,17.6399744,21.15950000000,,2457123.30565000,,15.1330000
EPIC 211945201 b,136.5741931,19.4020565,19.49183000000,5.96000000,2457158.82598000,3.5664000,10.1540000
EPIC 211945201 b,136.5741931,19.4020565,19.49214980000,,2458094.44793000,,10.1540000
EPIC 211945201 b,136.5741931,19.4020565,19.49213000000,6.12000000,2458113.93994000,3.9100000,10.1540000
EPIC 211945201 b,136.5741931,19.4020565,19.49213200000,6.00000000,2457158.82481000,3.5808000,10.1540000
EPIC 211945201 b,136.5741931,19.4020565,19.49196500000,6.80000000,2458113.94047000,2.9760000,10.1540000
EPIC 211945201 b,136.5741931,19.4020565,19.49100000000,,2457158.82700000,3.3688800,10.1540000
EPIC 211945201 b,136.5741931,19.4020565,19.50735025000,,2457158.82170500,3.9510000,10.1540000
EPIC 211945201 b,136.5741931,19.4020565,19.49179500000,5.84689735,2457158.82591000,,10.1540000
EPIC 211945201 b,136.5741931,19.4020565,19.49221000000,5.76000000,2457158.82477000,,10.1540000
EPIC 211945201 b,136.5741931,19.4020565,19.49214730000,5.50689000,2459575.85187300,3.5680000,10.1540000
EPIC 211945201 b,136.5741931,19.4020565,19.49100000000,5.50000000,2457158.82659000,,10.1540000
EPIC 212297394 b,207.2061241,-17.6098985,2.28896000000,1.83000000,2457217.97890000,1.6080000,14.6110000
EPIC 212297394 b,207.2061241,-17.6098985,2.28936300000,1.48000000,2457217.96319000,1.8800000,14.6110000
EPIC 212297394 b,207.2061241,-17.6098985,2.28943000000,1.32300000,2457261.46070000,,14.6110000
EPIC 212297394 c,207.2061241,-17.6098985,5.21378000000,2.29000000,2457222.47890000,2.4720000,14.6110000
EPIC 212297394 c,207.2061241,-17.6098985,5.21396500000,2.27000000,2457222.47887900,2.6200000,14.6110000
EPIC 212297394 c,207.2061241,-17.6098985,5.21300000000,,2457222.48300000,2.4220800,14.6110000
EPIC 212424622 b,202.3313765,-14.3594358,18.09710000000,2.21000000,2457227.06420000,4.3200000,13.4410000
EPIC 212424622 b,202.3313765,-14.3594358,18.09830000000,2.17000000,2457263.26160000,,13.4410000
EPIC 212499991 b,202.4887520,-12.7347749,34.88500000000,1.60000000,2457280.62540000,,13.6720000
EPIC 212587672 b,205.4445125,-10.8625468,15.28410000000,1.39000000,2457227.64050000,3.5520000,12.4880000
EPIC 212587672 b,205.4445125,-10.8625468,15.28078000000,1.26000000,2457227.64499100,3.4600000,12.4880000
EPIC 212587672 b,205.4445125,-10.8625468,15.28410000000,1.12000000,2457273.49060000,,12.4880000
EPIC 212587672 c,205.4445125,-10.8625468,23.22600100000,2.24459533,2457237.04368000,,12.4880000
EPIC 212587672 c,205.4445125,-10.8625468,23.24110566000,,2457237.03050900,4.5050000,12.4880000
EPIC 212587672 c,205.4445125,-10.8625468,23.22600000000,,2457237.04400000,3.0379200,12.4880000
EPIC 212587672 c,205.4445125,-10.8625468,23.22855500000,2.32000000,2457237.04249200,3.2500000,12.4880000
EPIC 212587672 c,205.4445125,-10.8625468,23.22600000000,2.30000000,2457237.04406000,3.2304000,12.4880000
EPIC 212587672 c,205.4445125,-10.8625468,23.22590000000,2.31000000,2457237.04570000,3.3360000,12.4880000
EPIC 212624936 b,210.6376171,-10.0236852,0.57865700000,1.20000000,2457232.53108000,,13.9760000
EPIC 212624936 c,210.6376171,-10.0236852,11.81143700000,2.30000000,2457233.78707000,,13.9760000
EPIC 212624936 c,210.6376171,-10.0236852,11.81387000000,2.67000000,2457221.97090000,2.0640000,13.9760000
EPIC 212737443 b,204.2215065,-7.3180577,13.60697954000,,2457234.95329300,3.4980000,14.8100000
EPIC 212737443 b,204.2215065,-7.3180577,13.60300000000,2.58600000,2457234.97000000,2.9760000,14.8100000
EPIC 212737443 b,204.2215065,-7.3180577,13.60300000000,,2457221.35500000,2.7600000,14.8100000
EPIC 212737443 c,204.2215065,-7.3180577,65.55000000000,2.69000000,2457227.79000000,4.6080000,14.8100000
EPIC 220492298 b,16.7615005,6.5887980,0.76240600000,0.99000000,2457431.67734000,,13.9910000
EPIC 220554210 c,13.4321524,7.9952914,0.70531000000,1.48000000,2457430.14110000,,14.2100000
EPIC 220554210 c,13.4321524,7.9952914,0.70538600000,1.73000000,2457392.75690000,1.7040000,14.2100000
EPIC 220554210 c,13.4321524,7.9952914,0.70531000000,1.60000000,2457466.11310000,,14.2100000
EPIC 220674823 b,13.0800239,10.7947051,0.57129900000,1.66855539,2457394.01075000,,12.1010000
EPIC 220674823 b,13.0800239,10.7947051,0.57100000000,1.71200000,,,12.1010000
EPIC 220674823 b,13.0800239,10.7947051,0.57130800000,1.46000000,2457437.42948000,,12.1010000
