pl_name,ra,dec,pl_orbper,pl_rade,pl_tranmid,pl_trandur,sy_vmag
TOI-2081 b,264.3022634,53.0255666,10.50543617136,1.94792902,2459757.44460600,2.4850401,13.3690000
TOI-2081 b,264.3022634,53.0255666,10.50534000000,2.04000000,2458685.89960000,,13.3690000
TOI-2084 b,259.2545389,72.7470231,6.07842470000,2.47000000,2458741.07323000,2.0300000,15.1150000
TOI-2084 b,259.2545389,72.7470231,6.07840310000,2.07448000,2459652.83438200,2.1170000,15.1150000
TOI-2088 b,261.3748943,75.8822796,124.72987003126,3.51309350,2459517.99570000,7.2967692,11.6380000
TOI-2088 b,261.3748943,75.8822796,124.72997000000,3.68311790,2458769.60660000,7.3619870,11.6380000
TOI-209 b,19.3941777,-66.9030660,4.37943587445,2.39472090,2459070.38747492,1.6504345,11.6710000
TOI-209 b,19.3941777,-66.9030660,4.37942977856,2.31490880,2458325.88483900,1.6639354,11.6710000
TOI-2092 b,212.5474866,45.5638685,4.30325528074,2.94892961,2459648.65533738,2.4191037,11.2950000
TOI-2092 b,212.5474866,45.5638685,4.30326416007,2.66568000,2458740.66824500,2.5737232,11.2950000
TOI-2093 c,302.7375229,70.8696532,53.81087130391,2.22490963,2458751.62404800,4.2655099,11.9250000
TOI-2093 c,302.7375229,70.8696532,53.81149000000,2.30000000,2458751.61220000,4.6800000,11.9250000
TOI-2094 b,254.1425333,70.0273157,18.79319300000,1.90000000,2460232.36095000,1.2210000,14.4090000
TOI-2094 b,254.1425333,70.0273157,18.79317491879,1.71512709,2458691.31936200,1.0988900,14.4090000
TOI-2095 b,285.6365235,75.4185135,17.66487200000,1.30000000,2459646.70380000,2.7200000,13.1900000
